,r2,mse,y_average
0,0.8284590447452799,82.0028014768785,9.292682926829269
1,0.7552940312398897,85.22715120560987,7.378048780487805
2,0.7936424999777616,21.07108330647955,4.012195121951219
3,0.7325100482792775,8.774060273894618,2.597560975609756
4,0.21857852103392328,71.41069692603182,4.2560975609756095
5,-0.18234590711596987,457.86907939993773,8.036585365853659
6,-0.2418111320802423,855.0569594430556,11.25609756097561
7,0.5052150640176194,200.15331037924247,10.24390243902439
8,0.5275560180047272,291.77729995955633,11.512195121951219
9,0.7895106204495959,125.86353945159243,11.524390243902438
10,0.7406041686657558,180.05778002655927,11.597560975609756
11,0.7037788572921315,214.62627121495063,11.036585365853659
12,0.7917247720329319,193.48384589379947,12.512195121951219
13,0.8404001129515448,147.4697497081144,12.402439024390244
14,0.7976802064393733,210.78882068358152,13.512195121951219
15,0.7826175111692291,221.41628536503518,13.170731707317072
16,0.8219948540133811,157.9211673974422,12.731707317073171
17,0.7721744322847841,161.35484938595042,12.073170731707316
18,0.7970221793057946,138.32440393748317,11.012195121951219
19,0.7766214405448241,128.05308805098392,11.012195121951219
20,0.7971698659634787,149.16114181099667,11.646341463414634
21,0.7976887933324514,170.7994008656623,12.317073170731707
22,0.7770872394622825,129.9510117546559,10.695121951219512
23,0.7906958752793777,81.67007102862864,9.146341463414634
