,r2,mse,y_average
0,0.36740184842332335,6.655923731083851,1.5061728395061729
1,0.3497999454603208,3.5342848374558784,1.072310405643739
2,0.3766760119476691,1.8534121123985967,0.6772486772486772
3,0.18449867504583084,0.9219310600029641,0.43033509700176364
4,-0.39336493509306814,3.879087342793245,0.54673721340388
5,-0.13027524421317294,43.98590417502601,1.3015873015873016
6,-0.05420493750738342,84.72259151838755,2.0476190476190474
7,-0.5688493179160343,56.83676356318669,1.6472663139329806
8,0.04676710522601246,41.57340033129489,2.121693121693122
9,0.00812888283149582,48.476482566980714,2.142857142857143
10,0.10529955996124196,45.30031948204861,2.345679012345679
11,0.24846271776791085,32.727354199941956,2.232804232804233
12,0.11369721492305385,36.554588490498695,2.3932980599647267
13,0.1603685179710278,43.87003390182294,2.5291005291005293
14,0.17111336049717663,49.26790246873018,2.619047619047619
15,0.19795774573788527,34.58503576379496,2.493827160493827
16,0.1889014674230889,39.336304626813856,2.400352733686067
17,0.22104838692740814,29.973116222102163,2.379188712522046
18,0.19278412908326947,25.50119598223019,2.1710758377425043
19,0.2889668290818269,16.243114422124314,2.0864197530864197
20,0.2362903210182904,17.968482478188964,2.1164021164021163
21,0.24688914949888474,13.05396826010863,1.927689594356261
22,0.31183824718040287,7.433672711107939,1.6507936507936507
23,0.3324910258427024,5.887672121189655,1.4673721340388006
