,r2,mse,y_average
0,0.7900878529369568,91.78552124963346,7.34375
1,0.7652948495643592,51.43021017244119,5.3828125
2,0.7324569784184563,27.12738293293913,3.2578125
3,0.5347670904122304,11.892402669084046,2.015625
4,0.25664700020103903,57.91692615523487,3.09375
5,0.28488508747566643,278.77675034259687,6.1796875
6,0.1504730572471643,670.7875939794484,8.734375
7,0.24945904428439758,459.0378848371223,8.75
8,0.6957598090748935,209.28746612293781,9.640625
9,0.7439872180275502,170.33494182746716,9.578125
10,0.8773425410198549,93.73155259918809,10.1484375
11,0.7827374152837558,235.13676854360364,10.3359375
12,0.8308313354327017,153.1708163800473,10.5703125
13,0.7430307206737037,274.02534861085735,10.6796875
14,0.7623913845523462,268.9831479294601,11.2421875
15,0.8712519785731834,107.57443332025059,10.2734375
16,0.7449830427794104,214.9482738922951,10.2265625
17,0.7908457927352347,184.94030571284284,10.5703125
18,0.8377878838993222,102.49647397639134,9.265625
19,0.8282027907365037,104.79326729224417,9.3671875
20,0.8447608847768596,101.16856580739334,9.734375
21,0.7663624344950764,104.42869060677884,8.875
22,0.8124632484831289,73.986865515244,7.890625
23,0.7685050389079698,75.99901578743561,7.015625
