,r2,mse,y_average
0,0.8430354550081028,68.63382029752631,7.34375
1,0.8154351246452357,40.443127525438896,5.3828125
2,0.7420214551281245,26.157597884080115,3.2578125
3,0.5727653364112162,10.921081782650496,2.015625
4,0.3302318405920114,52.18370416215581,3.09375
5,0.20473994250080652,310.0201249115302,6.1796875
6,0.27563247790660705,571.9615504216567,8.734375
7,0.48352730411530087,315.8795427346059,8.75
8,0.7420519860765045,177.44298036804082,9.640625
9,0.7624238716464319,158.0683420996328,9.578125
10,0.8131032395541257,142.82151022862809,10.1484375
11,0.7843854663354787,233.35313240025613,10.3359375
12,0.8291443277321686,154.69828807458964,10.5703125
13,0.8114177917596219,201.09915663987596,10.6796875
14,0.825642057219763,197.3806725281178,11.2421875
15,0.8341819813053535,138.54798852580984,10.2734375
16,0.8582864738721134,119.44726405793897,10.2265625
17,0.8227861691166749,156.69768487429025,10.5703125
18,0.8602510204707128,88.30276053276262,9.265625
19,0.8754175237500752,75.99311298220286,9.3671875
20,0.8731794111223565,82.64835233799204,9.734375
21,0.8805778562324225,53.37796632211442,8.875
22,0.861382614672777,54.68723204026155,7.890625
23,0.8622666786149917,45.217385367769715,7.015625
